Last N days,Profit Ratio,Time to Ship,City,Customer,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Category,Container,Product Name,Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Supplier,Unit Price,Customer Zip Code
2474,-47.48%,0,Channelview,Eugene Hildebrand,Home Office,10.0%,1,4/25/2012 12:00:00 AM,52999,Not Specified,7,0.36,Office Supplies,Small Box,Xerox 1978,Paper,($21),Central,7434,$45,4/25/2012 12:00:00 AM,Regular Air,$6,Texas,Xerox,$6,77530
2457,6.63%,1,Stillwater,Ritsa Hightower,Corporate,9.0%,1,5/12/2012 12:00:00 AM,53024,Not Specified,9,0.47,Furniture,Small Box,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,$12,Central,7435,$187,5/13/2012 12:00:00 AM,Regular Air,$14,Oklahoma,Other,$20,74074
2457,3.30%,1,Stillwater,Ritsa Hightower,Corporate,3.0%,1,5/12/2012 12:00:00 AM,53024,Not Specified,46,0.8,Technology,Small Pack,Accessory6,Telephones and Communication,$75,Central,7436,"$2,255",5/13/2012 12:00:00 AM,Regular Air,$5,Oklahoma,Other,$56,74074
3244,-67.97%,1,Dearborn Heights,Justin Hirsh,Consumer,9.0%,1,3/17/2010 12:00:00 AM,53025,Critical,32,0.4,Office Supplies,Small Box,Xerox 1920,Paper,($133),Central,7437,$196,3/18/2010 12:00:00 AM,Regular Air,$8,Michigan,Xerox,$6,48127
2533,-5.45%,6,Redmond,Adrian Shami,Consumer,5.0%,1,2/26/2012 12:00:00 AM,53026,Low,35,0.56,Office Supplies,Small Pack,Acme® Forged Steel Scissors with Black Enamel Handles,"Scissors, Rulers and Trimmers",($18),West,7438,$323,3/3/2012 12:00:00 AM,Regular Air,$4,Washington,Acme,$9,98052
3021,11.08%,0,Coeur D Alene,Sharelle Roach,Home Office,5.0%,1,10/26/2010 12:00:00 AM,53027,Low,38,0.4,Office Supplies,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,$147,West,7439,"$1,323",10/26/2010 12:00:00 AM,Regular Air,$15,Idaho,Other,$36,83814
3477,42.72%,5,Paducah,Max Ludwig,Corporate,10.0%,1,7/27/2009 12:00:00 AM,53029,Low,39,0.39,Office Supplies,Small Box,Avery 48,Labels,$95,South,7440,$223,8/1/2009 12:00:00 AM,Regular Air,$1,Kentucky,Avery,$6,42003
2648,-10.05%,1,Pacifica,Helen Andreada,Corporate,7.0%,1,11/3/2011 12:00:00 AM,53056,Critical,13,0.54,Technology,Small Box,AT&T 1430 2.4GHz Analog Phone w/Caller ID,Office Machines,($51),West,7441,$509,11/4/2011 12:00:00 AM,Regular Air,$9,California,Other,$41,94044
3239,-9.68%,2,Inglewood,Eric Barreto,Consumer,10.0%,1,3/22/2010 12:00:00 AM,53060,Critical,36,0.65,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,($72),West,7442,$739,3/24/2010 12:00:00 AM,Regular Air,$6,California,Fellowes,$21,90301
3239,-7.31%,2,Inglewood,Eric Barreto,Consumer,2.0%,1,3/22/2010 12:00:00 AM,53060,Critical,4,0.4,Office Supplies,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Paper,($3),West,7443,$39,3/24/2010 12:00:00 AM,Regular Air,$2,California,Other,$9,90301
2452,-1.98%,2,Phoenix,Cindy Chapman,Corporate,9.0%,1,5/17/2012 12:00:00 AM,53120,Not Specified,5,0.39,Office Supplies,Wrap Bag,Wirebound Voice Message Log Book,Paper,$0,West,7444,$23,5/19/2012 12:00:00 AM,Regular Air,$1,Arizona,Other,$5,85023
3442,5.27%,2,Newton,Michael Kennedy,Corporate,6.0%,1,8/31/2009 12:00:00 AM,53123,Not Specified,25,0.36,Office Supplies,Small Box,GBC Imprintable Covers,Binders and Binder Accessories,$14,East,7445,$266,9/2/2009 12:00:00 AM,Regular Air,$5,MA,Other,$11,02456
2824,45.28%,1,Beavercreek,Tony Chapman,Consumer,7.0%,1,5/11/2011 12:00:00 AM,53127,High,50,0.35,Office Supplies,Small Box,Vinyl Sectional Post Binders,Binders and Binder Accessories,$857,East,7446,"$1,893",5/12/2011 12:00:00 AM,Regular Air,$3,Ohio,Other,$38,45431
2824,-5.25%,2,Beavercreek,Tony Chapman,Consumer,5.0%,1,5/11/2011 12:00:00 AM,53127,High,49,0.59,Technology,Small Box,iDEN i95,Telephones and Communication,($138),East,7447,"$2,628",5/13/2011 12:00:00 AM,Regular Air,$20,Ohio,Other,$66,45431
3621,17.08%,0,Binghamton,Bill Eplett,Corporate,1.0%,1,3/5/2009 12:00:00 AM,53152,Medium,36,0.58,Technology,Small Box,6120,Telephones and Communication,$350,East,7448,"$2,052",3/5/2009 12:00:00 AM,Express Air,$9,New York,Other,$66,13905
3621,-85.95%,2,Clayton,Bill Eplett,Corporate,2.0%,1,3/5/2009 12:00:00 AM,53152,Medium,5,0.76,Technology,Small Box,Fellowes EZ Multi-Media Keyboard,Computer Peripherals,($160),Central,7449,$186,3/7/2009 12:00:00 AM,Regular Air,$8,MO,Fellowes,$35,63105
3621,14.21%,3,Clayton,Bill Eplett,Corporate,1.0%,1,3/5/2009 12:00:00 AM,53152,Medium,9,0.6,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,$28,Central,7450,$196,3/8/2009 12:00:00 AM,Regular Air,$11,MO,Other,$20,63105
3621,1.10%,2,Clayton,Bill Eplett,Corporate,2.0%,1,3/5/2009 12:00:00 AM,53152,Medium,9,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,$2,Central,7451,$187,3/7/2009 12:00:00 AM,Regular Air,$9,MO,Other,$20,63105
3419,14.61%,1,Bartlett,Paul Prost,Corporate,10.0%,1,9/23/2009 12:00:00 AM,53153,Critical,29,0.57,Office Supplies,Small Box,Fellowes Mighty 8 Compact Surge Protector,Appliances,$84,South,7452,$575,9/24/2009 12:00:00 AM,Regular Air,$4,Tennessee,Fellowes,$20,38134
2520,30.19%,1,Urbana,Bryan Davis,Corporate,7.0%,1,3/10/2012 12:00:00 AM,53156,Not Specified,47,0.39,Office Supplies,Small Box,Avery 491,Labels,$56,Central,7453,$187,3/11/2012 12:00:00 AM,Regular Air,$1,Illinois,Avery,$4,61801
2280,-6.82%,1,Dix Hills,Dorris Love,Home Office,7.0%,1,11/5/2012 12:00:00 AM,53188,High,22,0.7,Office Supplies,Small Box,Acco Perma® 2700 Stacking Storage Drawers,Storage & Organization,($42),East,7454,$621,11/6/2012 12:00:00 AM,Regular Air,$7,New York,Acco,$30,11746
2720,-18.94%,0,Arvada,Duane Noonan,Corporate,0.0%,1,8/23/2011 12:00:00 AM,53189,Critical,29,0.37,Office Supplies,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,($41),West,7455,$214,8/23/2011 12:00:00 AM,Express Air,$6,Colorado,Other,$6,80004
3418,27.83%,3,Marion,Michelle Arnett,Home Office,6.0%,1,9/24/2009 12:00:00 AM,53190,Medium,10,0.38,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,$75,Central,7456,$268,9/27/2009 12:00:00 AM,Regular Air,$1,Iowa,Other,$29,52302
3418,-35.75%,1,Marion,Michelle Arnett,Home Office,10.0%,1,9/24/2009 12:00:00 AM,53190,Medium,9,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,($171),Central,7457,$477,9/25/2009 12:00:00 AM,Regular Air,$4,Iowa,Other,$66,52302
2251,-81.37%,3,Hays,Roy Skaria,Corporate,6.0%,1,12/4/2012 12:00:00 AM,53216,High,36,0.37,Office Supplies,Small Box,Xerox 227,Paper,($186),Central,7458,$228,12/7/2012 12:00:00 AM,Regular Air,$9,Kansas,Xerox,$6,67601
2533,34.02%,1,Rochester,Art Ferguson,Corporate,10.0%,1,2/26/2012 12:00:00 AM,53221,Not Specified,29,0.46,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,$147,Central,7459,$433,2/27/2012 12:00:00 AM,Regular Air,$4,Minnesota,Other,$16,55901
3393,-69.69%,0,Virginia Beach,Nora Price,Small Business,7.0%,1,10/19/2009 12:00:00 AM,53222,Low,2,0.37,Office Supplies,Small Box,Xerox 1905,Paper,($15),South,7460,$22,10/19/2009 12:00:00 AM,Regular Air,$10,Virginia,Xerox,$6,23464
2394,-77.71%,7,Schenectady,Stewart Visinsky,Corporate,8.0%,1,7/14/2012 12:00:00 AM,53223,Low,2,0.35,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,($10),East,7461,$13,7/21/2012 12:00:00 AM,Regular Air,$5,New York,Other,$4,12306
3018,-3.89%,1,West Islip,Brenda Bowman,Home Office,6.0%,1,10/29/2010 12:00:00 AM,53248,Critical,7,0.62,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,($94),East,7462,"$2,423",10/30/2010 12:00:00 AM,Delivery Truck,$40,New York,Other,$348,11795
3455,30.14%,3,Corsicana,Noel Staavos,Home Office,0.0%,1,8/18/2009 12:00:00 AM,53254,Medium,34,0.59,Technology,Small Box,5165,Telephones and Communication,"$1,640",Central,7463,"$5,442",8/21/2009 12:00:00 AM,Regular Air,$5,Texas,Other,$176,75109
3593,13.46%,2,Lake Jackson,Philip Brown,Corporate,8.0%,1,4/2/2009 12:00:00 AM,53281,Critical,40,0.64,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,"$1,894",Central,7464,"$14,076",4/4/2009 12:00:00 AM,Delivery Truck,$59,Texas,Hon,$356,77566
2654,-110.39%,1,Modesto,Corey Lock,Home Office,4.0%,1,10/28/2011 12:00:00 AM,53283,High,2,0.39,Technology,Medium Box,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Office Machines,($28),West,7465,$25,10/29/2011 12:00:00 AM,Regular Air,$6,California,Other,$9,95351
2445,15.71%,2,Lewisville,Eudokia Martin,Home Office,4.0%,1,5/24/2012 12:00:00 AM,53285,Critical,6,0.4,Office Supplies,Small Box,GBC DocuBind P100 Manual Binding Machine,Binders and Binder Accessories,$164,Central,7466,"$1,043",5/26/2012 12:00:00 AM,Regular Air,$20,Texas,Other,$166,75057
3500,29.30%,2,Waco,Edward Nazzal,Home Office,5.0%,1,7/4/2009 12:00:00 AM,53312,Medium,23,0.57,Office Supplies,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,"$2,465",Central,7467,"$8,413",7/6/2009 12:00:00 AM,Regular Air,$20,Texas,Other,$363,76706
3500,-164.40%,1,Waco,Edward Nazzal,Home Office,6.0%,1,7/4/2009 12:00:00 AM,53312,Medium,30,0.54,Office Supplies,Wrap Bag,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Pens & Art Supplies,($173),Central,7468,$105,7/5/2009 12:00:00 AM,Regular Air,$7,Texas,Eldon,$3,76706
3058,39.32%,0,Papillion,Cari Sayre,Home Office,1.0%,1,9/19/2010 12:00:00 AM,53314,High,33,0.43,Furniture,Small Box,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Office Furnishings,"$1,049",Central,7469,"$2,668",9/19/2010 12:00:00 AM,Regular Air,$20,Nebraska,Other,$79,68046
3058,-13.91%,2,Papillion,Cari Sayre,Home Office,5.0%,1,9/19/2010 12:00:00 AM,53314,High,15,0.69,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,($311),Central,7470,"$2,236",9/21/2010 12:00:00 AM,Delivery Truck,$52,Nebraska,Other,$146,68046
3265,-72.69%,2,Atascadero,Nora Paige,Small Business,3.0%,1,2/24/2010 12:00:00 AM,53344,High,36,0.39,Office Supplies,Small Box,UniKeep™ View Case Binders,Binders and Binder Accessories,($132),West,7471,$182,2/26/2010 12:00:00 AM,Regular Air,$6,California,Other,$5,93422
3220,21.35%,9,Cleveland,Alejandro Grove,Corporate,7.0%,1,4/10/2010 12:00:00 AM,53349,Low,46,0.55,Furniture,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,"$2,349",East,7472,"$11,003",4/19/2010 12:00:00 AM,Delivery Truck,$43,Ohio,Hon,$244,44105
3520,36.83%,0,New Orleans,Susan Pistek,Home Office,8.0%,1,6/14/2009 12:00:00 AM,53350,Not Specified,24,0.38,Office Supplies,Small Box,GBC ProClick™ 150 Presentation Binding System,Binders and Binder Accessories,"$2,595",South,7473,"$7,047",6/14/2009 12:00:00 AM,Regular Air,$20,Louisiana,Other,$316,70117
2395,31.24%,1,Savannah,Mitch Willingham,Corporate,10.0%,1,7/13/2012 12:00:00 AM,53378,Medium,50,0.5,Technology,Large Box,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Copiers and Fax,"$4,353",South,7474,"$13,935",7/14/2012 12:00:00 AM,Express Air,$12,Georgia,Other,$300,31401
2395,-13.62%,1,Savannah,Mitch Willingham,Corporate,6.0%,1,7/13/2012 12:00:00 AM,53378,Medium,38,0.55,Furniture,Small Box,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,($168),South,7475,"$1,234",7/14/2012 12:00:00 AM,Regular Air,$20,Georgia,Other,$34,31401
2395,-0.24%,1,Savannah,Mitch Willingham,Corporate,4.0%,1,7/13/2012 12:00:00 AM,53378,Medium,49,0.83,Technology,Small Pack,Accessory36,Telephones and Communication,($6),South,7476,"$2,377",7/14/2012 12:00:00 AM,Regular Air,$5,Georgia,Other,$56,31401
3051,13.19%,1,San Francisco,Juliana Krohn,Corporate,1.0%,1,9/26/2010 12:00:00 AM,53381,Critical,26,0.36,Office Supplies,Small Box,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Envelopes,$38,West,7477,$287,9/27/2010 12:00:00 AM,Regular Air,$5,California,Other,$11,94110
3324,-649.30%,1,Aberdeen,Paul MacIntyre,Corporate,10.0%,1,12/27/2009 12:00:00 AM,53382,Not Specified,13,0.56,Office Supplies,Large Box,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Appliances,($572),Central,7478,$88,12/28/2009 12:00:00 AM,Regular Air,$49,South Dakota,Other,$3,57401
3324,13.84%,1,Aberdeen,Paul MacIntyre,Corporate,0.0%,1,12/27/2009 12:00:00 AM,53382,Not Specified,15,0.56,Furniture,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,$659,Central,7479,"$4,760",12/28/2009 12:00:00 AM,Delivery Truck,$65,South Dakota,Other,$301,57401
3466,-39.38%,2,East Chicago,Christopher Schild,Corporate,8.0%,1,8/7/2009 12:00:00 AM,53410,Critical,44,0.43,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,($253),Central,7480,$643,8/9/2009 12:00:00 AM,Regular Air,$13,Indiana,Other,$15,46312
2622,-8.62%,1,West Islip,Brenda Bowman,Small Business,8.0%,1,11/29/2011 12:00:00 AM,53411,Critical,25,0.75,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,($58),East,7481,$668,11/30/2011 12:00:00 AM,Regular Air,$4,New York,Belkin,$27,11795
3427,14.77%,1,Apopka,Eric Hoffmann,Small Business,2.0%,1,9/15/2009 12:00:00 AM,53412,Critical,45,0.64,Furniture,Medium Box,Eldon Advantage® Foldable Chair Mats for Low Pile Carpets,Office Furnishings,$376,South,7482,"$2,545",9/16/2009 12:00:00 AM,Regular Air,$11,Florida,Eldon,$54,32712
3449,24.42%,1,Altoona,Clytie Kelty,Small Business,1.0%,1,8/24/2009 12:00:00 AM,53441,Medium,7,0.37,Office Supplies,Small Box,Xerox 1937,Paper,$84,East,7483,$345,8/25/2009 12:00:00 AM,Regular Air,$6,Pennsylvania,Xerox,$48,16602
2674,26.23%,1,Klamath Falls,Jenna Caffey,Consumer,4.0%,1,10/8/2011 12:00:00 AM,53443,Critical,35,0.56,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,$388,West,7484,"$1,478",10/9/2011 12:00:00 AM,Regular Air,$5,Oregon,Belkin,$43,97601
2674,-10.33%,2,Klamath Falls,Jenna Caffey,Consumer,1.0%,1,10/8/2011 12:00:00 AM,53443,Critical,3,0.39,Office Supplies,Small Box,Avery 51,Labels,($2),West,7485,$19,10/10/2011 12:00:00 AM,Regular Air,$1,Oregon,Avery,$6,97601
2674,35.00%,1,Klamath Falls,Jenna Caffey,Consumer,4.0%,1,10/8/2011 12:00:00 AM,53443,Critical,22,0.4,Office Supplies,Wrap Bag,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Pens & Art Supplies,$52,West,7486,$149,10/9/2011 12:00:00 AM,Regular Air,$1,Oregon,Other,$6,97601
2292,-41.84%,2,York,Odella Nelson,Small Business,1.0%,1,10/24/2012 12:00:00 AM,53445,High,8,0.59,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,($44),East,7487,$106,10/26/2012 12:00:00 AM,Regular Air,$9,Pennsylvania,Boston,$12,17403
2292,15.22%,2,York,Odella Nelson,Small Business,2.0%,1,10/24/2012 12:00:00 AM,53445,High,21,0.4,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,$11,East,7488,$74,10/26/2012 12:00:00 AM,Regular Air,$1,Pennsylvania,Acco,$3,17403
3523,31.31%,0,Toledo,Steve Nguyen,Small Business,4.0%,1,6/11/2009 12:00:00 AM,53476,Not Specified,14,0.38,Office Supplies,Small Box,Xerox 1932,Paper,$151,East,7489,$481,6/11/2009 12:00:00 AM,Regular Air,$5,Ohio,Xerox,$35,43615
3523,20.69%,3,Toledo,Steve Nguyen,Small Business,8.0%,1,6/11/2009 12:00:00 AM,53476,Not Specified,24,0.52,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,$19,East,7490,$94,6/14/2009 12:00:00 AM,Regular Air,$1,Ohio,Other,$4,43615
3523,3.65%,1,Toledo,Steve Nguyen,Small Business,1.0%,1,6/11/2009 12:00:00 AM,53476,Not Specified,47,0.56,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,$3,East,7491,$86,6/12/2009 12:00:00 AM,Regular Air,$1,Ohio,Newell,$2,43615
3523,14.04%,0,Toledo,Steve Nguyen,Small Business,1.0%,1,6/11/2009 12:00:00 AM,53476,Not Specified,42,0.71,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,"$1,141",East,7492,"$8,127",6/11/2009 12:00:00 AM,Express Air,$20,Ohio,Fellowes,$193,43615
2464,-38.77%,2,West Lafayette,Joy Smith,Corporate,1.0%,1,5/5/2012 12:00:00 AM,53477,High,32,0.57,Furniture,Jumbo Drum,Bevis Steel Folding Chairs,Chairs & Chairmats,"($1,207)",Central,7493,"$3,114",5/7/2012 12:00:00 AM,Delivery Truck,$74,Indiana,Other,$96,47906
2464,15.46%,1,West Lafayette,Joy Smith,Corporate,6.0%,1,5/5/2012 12:00:00 AM,53477,High,27,0.56,Furniture,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,"$1,261",Central,7494,"$8,162",5/6/2012 12:00:00 AM,Delivery Truck,$65,Indiana,Other,$301,47906
2464,40.84%,2,West Lafayette,Joy Smith,Corporate,6.0%,1,5/5/2012 12:00:00 AM,53477,High,36,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,$537,Central,7495,"$1,315",5/7/2012 12:00:00 AM,Regular Air,$5,Indiana,Other,$38,47906
2464,13.64%,2,West Lafayette,Joy Smith,Corporate,7.0%,1,5/5/2012 12:00:00 AM,53477,High,28,0.66,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,$611,Central,7496,"$4,479",5/7/2012 12:00:00 AM,Regular Air,$20,Indiana,Fellowes,$162,47906
3371,13.96%,2,West Lafayette,Joy Smith,Consumer,3.0%,1,11/10/2009 12:00:00 AM,53508,High,13,0.48,Technology,Small Box,Logitech Cordless Navigator Duo,Computer Peripherals,$150,Central,7497,"$1,072",11/12/2009 12:00:00 AM,Regular Air,$7,Indiana,Other,$81,47906
3371,-9.45%,2,West Lafayette,Joy Smith,Consumer,6.0%,1,11/10/2009 12:00:00 AM,53508,High,25,0.39,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,($32),Central,7498,$343,11/12/2009 12:00:00 AM,Regular Air,$8,Indiana,Other,$14,47906
3371,1.70%,0,West Lafayette,Joy Smith,Consumer,6.0%,1,11/10/2009 12:00:00 AM,53508,High,4,0.39,Office Supplies,Wrap Bag,White GlueTop Scratch Pads,Paper,$1,Central,7499,$62,11/10/2009 12:00:00 AM,Regular Air,$2,Indiana,Other,$15,47906
3634,-100.89%,2,Orland Park,Anthony Johnson,Small Business,7.0%,1,2/20/2009 12:00:00 AM,53511,Medium,41,0.39,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,($243),Central,7500,$241,2/22/2009 12:00:00 AM,Regular Air,$8,Illinois,Fellowes,$6,60462
3634,-10.90%,1,Orland Park,Anthony Johnson,Small Business,4.0%,1,2/20/2009 12:00:00 AM,53511,Medium,49,0.55,Furniture,Small Box,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,($54),Central,7501,$492,2/21/2009 12:00:00 AM,Regular Air,$6,Illinois,Eldon,$10,60462
2286,14.78%,2,West Des Moines,Sanjit Chand,Home Office,10.0%,1,10/30/2012 12:00:00 AM,53536,High,35,0.51,Furniture,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,$109,Central,7502,$739,11/1/2012 12:00:00 AM,Regular Air,$8,Iowa,Other,$23,50265
2286,-23.10%,2,West Des Moines,Sanjit Chand,Home Office,0.0%,1,10/30/2012 12:00:00 AM,53536,High,5,0.71,Furniture,Jumbo Box,Bevis Round Conference Room Tables and Bases,Tables,($235),Central,7503,"$1,015",11/1/2012 12:00:00 AM,Delivery Truck,$56,Iowa,Other,$179,50265
3141,-33.78%,1,Coconut Creek,Gary Hwang,Home Office,5.0%,1,6/28/2010 12:00:00 AM,53568,Medium,34,0.74,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,"($1,446)",South,7504,"$4,281",6/29/2010 12:00:00 AM,Delivery Truck,$70,Florida,Other,$123,33063
2515,23.70%,2,Hesperia,Dan Campbell,Small Business,5.0%,1,3/15/2012 12:00:00 AM,53571,Not Specified,21,0.38,Office Supplies,Small Box,Heavy-Duty E-Z-D® Binders,Binders and Binder Accessories,$56,West,7505,$238,3/17/2012 12:00:00 AM,Regular Air,$3,California,Other,$11,92345
3193,2.60%,1,Dubuque,Marina Lichtenstein,Corporate,7.0%,1,5/7/2010 12:00:00 AM,53572,Medium,17,0.36,Office Supplies,Small Box,#10 Self-Seal White Envelopes,Envelopes,$5,Central,7506,$184,5/8/2010 12:00:00 AM,Regular Air,$5,Iowa,Other,$11,52001
3611,54.56%,2,Reno,Daniel Byrd,Home Office,3.0%,1,3/15/2009 12:00:00 AM,53573,Not Specified,6,0.46,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,$51,West,7507,$94,3/17/2009 12:00:00 AM,Regular Air,$5,Nevada,Other,$14,89502
2490,-44.35%,1,Neenah,Scot Coram,Corporate,3.0%,1,4/9/2012 12:00:00 AM,53574,Medium,8,0.81,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,($297),Central,7508,$670,4/10/2012 12:00:00 AM,Regular Air,$35,Wisconsin,Other,$81,54956
2398,-32.29%,1,Mankato,Roland Black,Small Business,3.0%,1,7/10/2012 12:00:00 AM,53600,Medium,8,0.36,Office Supplies,Small Box,Wilson Jones Impact Binders,Binders and Binder Accessories,($18),Central,7509,$56,7/11/2012 12:00:00 AM,Express Air,$6,Minnesota,Wilson Jones,$5,56001
3105,20.87%,2,Florence,Karen Seio,Consumer,6.0%,1,8/3/2010 12:00:00 AM,53605,Medium,19,0.5,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,$106,South,7510,$506,8/5/2010 12:00:00 AM,Regular Air,$5,Alabama,3M,$26,35630
3105,10.59%,2,Florence,Karen Seio,Consumer,6.0%,1,8/3/2010 12:00:00 AM,53605,Medium,48,0.66,Furniture,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,$886,South,7511,"$8,368",8/5/2010 12:00:00 AM,Delivery Truck,$36,Alabama,Other,$171,35630
3105,-98.37%,2,Florence,Karen Seio,Consumer,7.0%,1,8/3/2010 12:00:00 AM,53605,Medium,1,0.73,Furniture,Wrap Bag,Eldon Econocleat® Chair Mats for Low Pile Carpets,Office Furnishings,($73),South,7512,$74,8/5/2010 12:00:00 AM,Regular Air,$34,Alabama,Eldon,$41,35630
2390,-50.77%,2,Dublin,Raymond Fair,Small Business,8.0%,1,7/18/2012 12:00:00 AM,53635,Not Specified,33,0.84,Office Supplies,Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",($53),West,7513,$104,7/20/2012 12:00:00 AM,Regular Air,$2,California,Other,$3,94568
2879,13.58%,1,Fort Worth,Erin Ashbrook,Consumer,10.0%,1,3/17/2011 12:00:00 AM,53637,High,12,0.4,Office Supplies,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,$61,Central,7514,$451,3/18/2011 12:00:00 AM,Express Air,$10,Texas,Other,$40,76106
2452,-142.16%,2,Oakdale,Steve Carroll,Consumer,8.0%,1,5/17/2012 12:00:00 AM,53667,Medium,33,0.4,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,($160),Central,7515,$112,5/19/2012 12:00:00 AM,Regular Air,$6,Minnesota,Other,$3,55128
2452,9.67%,2,Oakdale,Steve Carroll,Consumer,9.0%,1,5/17/2012 12:00:00 AM,53667,Medium,16,0.55,Technology,Small Box,Accessory35,Telephones and Communication,$47,Central,7516,$481,5/19/2012 12:00:00 AM,Regular Air,$1,Minnesota,Other,$36,55128
3230,-10.57%,1,Dix Hills,Dorris Love,Corporate,4.0%,1,3/31/2010 12:00:00 AM,53668,Not Specified,9,0.57,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",($10),East,7517,$98,4/1/2010 12:00:00 AM,Regular Air,$3,New York,Other,$11,11746
2794,-34.98%,1,Marion,Laura Armstrong,Small Business,8.0%,1,6/10/2011 12:00:00 AM,53671,Medium,41,0.39,Office Supplies,Small Box,Binder Posts,Binders and Binder Accessories,($83),East,7518,$237,6/11/2011 12:00:00 AM,Regular Air,$5,Ohio,Other,$6,43302
2794,11.08%,1,Marion,Laura Armstrong,Small Business,1.0%,1,6/10/2011 12:00:00 AM,53671,Medium,43,0.73,Office Supplies,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Storage & Organization,$693,East,7519,"$6,256",6/11/2011 12:00:00 AM,Regular Air,$20,Ohio,Fellowes,$141,43302
2794,4.22%,1,Mason,Laura Armstrong,Small Business,2.0%,1,6/10/2011 12:00:00 AM,53671,Medium,39,0.39,Office Supplies,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,$26,East,7520,$617,6/11/2011 12:00:00 AM,Regular Air,$8,Ohio,Other,$15,45040
